COUNTRY.UN_CODE,SPECIES.ALPHA_3_CODE,AREA.CODE,PRODUCTION_SOURCE_DET.CODE,MEASURE,PERIOD,VALUE,STATUS
16,THR,77,CAPTURE,Q_tlw,2010,0,
16,MAK,77,CAPTURE,Q_tlw,2010,3,
16,BSH,77,CAPTURE,Q_tlw,2010,2,
16,SKX,77,CAPTURE,Q_tlw,2010,0,
16,MZZ,77,CAPTURE,Q_tlw,2010,1,
16,CRA,77,CAPTURE,Q_tlw,2010,0,N
16,SLV,77,CAPTURE,Q_tlw,2010,2,
16,OCT,77,CAPTURE,Q_tlw,2010,0,N
16,MOL,77,CAPTURE,Q_tlw,2010,0,
16,TLN,6,FRESHWATER,Q_tlw,2010,18,E
16,FRF,6,CAPTURE,Q_tlw,2011,0,N
16,HCZ,77,CAPTURE,Q_tlw,2011,1,
16,GPX,77,CAPTURE,Q_tlw,2011,1,
16,SNX,77,CAPTURE,Q_tlw,2011,8,
16,EMP,77,CAPTURE,Q_tlw,2011,3,
16,PWT,77,CAPTURE,Q_tlw,2011,3,
16,SUR,77,CAPTURE,Q_tlw,2011,8,
16,WAH,77,CAPTURE,Q_tlw,2011,125,
16,SKJ,77,CAPTURE,Q_tlw,2011,151,
16,PBF,77,CAPTURE,Q_tlw,2011,2,
16,ALB,77,CAPTURE,Q_tlw,2011,2404,
16,YFT,77,CAPTURE,Q_tlw,2011,705,
16,BET,77,CAPTURE,Q_tlw,2011,1263,
16,SFA,77,CAPTURE,Q_tlw,2011,3,
16,BUM,77,CAPTURE,Q_tlw,2011,85,
16,BLM,77,CAPTURE,Q_tlw,2011,1,
16,MLS,77,CAPTURE,Q_tlw,2011,71,
16,SSP,77,CAPTURE,Q_tlw,2011,0,
16,SWO,77,CAPTURE,Q_tlw,2011,34,
16,TUX,77,CAPTURE,Q_tlw,2011,0,
16,LAG,77,CAPTURE,Q_tlw,2011,0,
16,CGX,77,CAPTURE,Q_tlw,2011,1,
16,BRZ,77,CAPTURE,Q_tlw,2011,0,
16,DOL,77,CAPTURE,Q_tlw,2011,9,
16,BAR,77,CAPTURE,Q_tlw,2011,1,
16,THR,77,CAPTURE,Q_tlw,2011,4,
16,MAK,77,CAPTURE,Q_tlw,2011,8,
16,BSH,77,CAPTURE,Q_tlw,2011,5,
16,SKX,77,CAPTURE,Q_tlw,2011,0,
16,MZZ,77,CAPTURE,Q_tlw,2011,4,
16,CRA,77,CAPTURE,Q_tlw,2011,0,
16,SLV,77,CAPTURE,Q_tlw,2011,1,
16,OCT,77,CAPTURE,Q_tlw,2011,0,N
16,MOL,77,CAPTURE,Q_tlw,2011,0,
16,TLN,6,FRESHWATER,Q_tlw,2011,20,E
16,FRF,6,CAPTURE,Q_tlw,2012,0,N
16,HCZ,77,CAPTURE,Q_tlw,2012,1,
16,GPX,77,CAPTURE,Q_tlw,2012,0,N
16,SNX,77,CAPTURE,Q_tlw,2012,2,
16,EMP,77,CAPTURE,Q_tlw,2012,1,
16,PWT,77,CAPTURE,Q_tlw,2012,3,
16,SUR,77,CAPTURE,Q_tlw,2012,10,
16,WAH,77,CAPTURE,Q_tlw,2012,83,
16,SKJ,77,CAPTURE,Q_tlw,2012,378,
16,PBF,77,CAPTURE,Q_tlw,2012,7,
16,ALB,77,CAPTURE,Q_tlw,2012,3262,
16,YFT,77,CAPTURE,Q_tlw,2012,624,
16,BET,77,CAPTURE,Q_tlw,2012,1502,
16,SFA,77,CAPTURE,Q_tlw,2012,0,N
16,BUM,77,CAPTURE,Q_tlw,2012,87,
